Número de oraciones principales con sujeto antepuesto: 8182
Número de oraciones principales sin sujeto antepuesto: 9520

Porcentaje de oraciones con sujeto antepuesto: 46.22 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 204_c-6_ssd_forms_annotated.conllu          |                   12 |                 8 |                   40    |
| 2_19991102_ssd_forms_annotated.conllu       |                   10 |                 6 |                   37.5  |
| 108_19990601_ssd_forms_annotated.conllu     |                   18 |                 7 |                   28    |
| e2-3_ssd_forms_annotated.conllu             |                    8 |                 2 |                   20    |
| 4675_20000807_ssd_forms_annotated.conllu    |                    7 |                 3 |                   30    |
| 15209_20001220_ssd_forms_annotated.conllu   |                    4 |                 4 |                   50    |
| dc3-9_ssd_forms_annotated.conllu            |                    4 |                 7 |                   63.64 |
| 13169_20001017_ssd_forms_annotated.conllu   |                    6 |                 4 |                   40    |
| dc10-13_ssd_forms_annotated.conllu          |                    8 |                 7 |                   46.67 |
| r2-6_ssd_forms_annotated.conllu             |                    9 |                 8 |                   47.06 |
| 56_20000801_k_ssd_forms_annotated.conllu    |                    2 |                 1 |                   33.33 |
| 19996_20000726_ssd_forms_annotated.conllu   |                    3 |                 6 |                   66.67 |
| 114_20000401_ssd_forms_annotated.conllu     |                   28 |                17 |                   37.78 |
| 21_20000601_a_ssd_forms_annotated.conllu    |                    9 |                 3 |                   25    |
| a4-0_ssd_forms_annotated.conllu             |                    3 |                 2 |                   40    |
| dc2-13_ssd_forms_annotated.conllu           |                    4 |                 4 |                   50    |
| dc3-5_ssd_forms_annotated.conllu            |                    5 |                 6 |                   54.55 |
| 56_20000801_g_ssd_forms_annotated.conllu    |                    3 |                 0 |                    0    |
| 15021_20000218_ssd_forms_annotated.conllu   |                    8 |                 5 |                   38.46 |
| 4_20020601_c_ssd_forms_annotated.conllu     |                   14 |                 7 |                   33.33 |
| 3800_20001205_ssd_forms_annotated.conllu    |                    5 |                 2 |                   28.57 |
| a1-6_ssd_forms_annotated.conllu             |                    9 |                 3 |                   25    |
| 70_20010801_ssd_forms_annotated.conllu      |                    5 |                 7 |                   58.33 |
| 135_19991201_d_ssd_forms_annotated.conllu   |                    3 |                 1 |                   25    |
| 71_19991201_i_ssd_forms_annotated.conllu    |                    0 |                 3 |                  100    |
| 68_20000201_ssd_forms_annotated.conllu      |                    2 |                 2 |                   50    |
| 65_20000801_ssd_forms_annotated.conllu      |                    6 |                 8 |                   57.14 |
| 118_20010602_ssd_forms_annotated.conllu     |                    0 |                 2 |                  100    |
| 2246_20000303_ssd_forms_annotated.conllu    |                    4 |                 3 |                   42.86 |
| 26_19990701_b_ssd_forms_annotated.conllu    |                    3 |                 1 |                   25    |
| 71_20001002_c_ssd_forms_annotated.conllu    |                    4 |                 1 |                   20    |
| t3-2_ssd_forms_annotated.conllu             |                   33 |                 4 |                   10.81 |
| 24933_20000929_ssd_forms_annotated.conllu   |                    6 |                10 |                   62.5  |
| 10664_20000117_ssd_forms_annotated.conllu   |                    3 |                 5 |                   62.5  |
| d2-5_ssd_forms_annotated.conllu             |                   14 |                 3 |                   17.65 |
| t5-10_ssd_forms_annotated.conllu            |                    6 |                 1 |                   14.29 |
| 1925_20001103_ssd_forms_annotated.conllu    |                    2 |                 7 |                   77.78 |
| d2-9_ssd_forms_annotated.conllu             |                    1 |                10 |                   90.91 |
| 17012_20000221_ssd_forms_annotated.conllu   |                    3 |                 3 |                   50    |
| 10646_20000313_ssd_forms_annotated.conllu   |                    3 |                 3 |                   50    |
| 101_20010401_ssd_forms_annotated.conllu     |                    3 |                 6 |                   66.67 |
| 24092_20000928_ssd_forms_annotated.conllu   |                    4 |                 1 |                   20    |
| 2938_20000303_ssd_forms_annotated.conllu    |                    7 |                 3 |                   30    |
| 111_C-7_ssd_forms_annotated.conllu          |                    7 |                 8 |                   53.33 |
| 21_20020702_b_ssd_forms_annotated.conllu    |                    9 |                19 |                   67.86 |
| 21_20000202_b_ssd_forms_annotated.conllu    |                   77 |                14 |                   15.38 |
| 211_C-6_ssd_forms_annotated.conllu          |                    5 |                 3 |                   37.5  |
| 16_19990901_ssd_forms_annotated.conllu      |                   16 |                 5 |                   23.81 |
| n1-12_ssd_forms_annotated.conllu            |                    7 |                 6 |                   46.15 |
| t6-4_ssd_forms_annotated.conllu             |                    9 |                 1 |                   10    |
