Número de oraciones principales con sujeto antepuesto: 8748
Número de oraciones principales sin sujeto antepuesto: 8616

Porcentaje de oraciones con sujeto antepuesto: 50.38 %

Porcentaje de oraciones con sujeto antepuesto por documento:

+-------+----------------------+-------------------+-------------------------+
|       |   No preceding nsubj |   Preceding nsubj |   % of preceding nsubjs |
| 69_20020501_ssd_annotated.conllu      |                    0 |                 2 |                  100    |
| 9698_20000312_ssd_annotated.conllu    |                    3 |                 2 |                   40    |
| 24092_20001029_ssd_annotated.conllu   |                    9 |                 5 |                   35.71 |
| 81_20000301_ssd_annotated.conllu      |                    1 |                 3 |                   75    |
| 22_20000302_ssd_annotated.conllu      |                    2 |                 4 |                   66.67 |
| 2000060111_5-1_ssd_annotated.conllu   |                    2 |                13 |                   86.67 |
| 104_20000301_ssd_annotated.conllu     |                    5 |                 4 |                   44.44 |
| 23896_20000530_ssd_annotated.conllu   |                   10 |                10 |                   50    |
| 146_19981201_ssd_annotated.conllu     |                    0 |                 1 |                  100    |
| 81_20010501_ssd_annotated.conllu      |                    0 |                 4 |                  100    |
| 40_20020502_ssd_annotated.conllu      |                    0 |                 3 |                  100    |
| 115_20010801_ssd_annotated.conllu     |                    0 |                 2 |                  100    |
| 130_19990502_ssd_annotated.conllu     |                    8 |                 4 |                   33.33 |
| 69_20000102_ssd_annotated.conllu      |                    6 |                20 |                   76.92 |
| t4-9_ssd_annotated.conllu             |                    8 |                 3 |                   27.27 |
| 136_20010102_b_ssd_annotated.conllu   |                    3 |                10 |                   76.92 |
| 141_19991001_ssd_annotated.conllu     |                   13 |                 6 |                   31.58 |
| 17384_20000221_ssd_annotated.conllu   |                    2 |                 5 |                   71.43 |
| dc3-3_ssd_annotated.conllu            |                    2 |                 8 |                   80    |
| 30_20020801_d_ssd_annotated.conllu    |                    0 |                 3 |                  100    |
| 22863_20001129_ssd_annotated.conllu   |                    8 |                10 |                   55.56 |
| 167_20010202_ssd_annotated.conllu     |                    1 |                 5 |                   83.33 |
| 68_20000402_ssd_annotated.conllu      |                    4 |                16 |                   80    |
| 135_20000202_ssd_annotated.conllu     |                   48 |                10 |                   17.24 |
| 5522_20000307_ssd_annotated.conllu    |                    5 |                 6 |                   54.55 |
| t3-3_ssd_annotated.conllu             |                   12 |                 5 |                   29.41 |
| 2_19981101_ssd_annotated.conllu       |                    2 |                 5 |                   71.43 |
| 5498_20000307_ssd_annotated.conllu    |                    2 |                 6 |                   75    |
| 39_20011102_ssd_annotated.conllu      |                    1 |                 0 |                    0    |
| 21_20020702_b_ssd_annotated.conllu    |                   10 |                18 |                   64.29 |
| 20686_20001025_ssd_annotated.conllu   |                    6 |                14 |                   70    |
| 7_19990901_ssd_annotated.conllu       |                   11 |                 6 |                   35.29 |
| a12-4_ssd_annotated.conllu            |                    2 |                 0 |                    0    |
| 33_20010202_ssd_annotated.conllu      |                    1 |                 2 |                   66.67 |
| 38_19990902_g_ssd_annotated.conllu    |                    1 |                 2 |                   66.67 |
| 75_19990202_ssd_annotated.conllu      |                    2 |                 3 |                   60    |
| 135_19981201_c_ssd_annotated.conllu   |                    2 |                 3 |                   60    |
| d2-11_ssd_annotated.conllu            |                    6 |                 8 |                   57.14 |
| 94_19990601_ssd_annotated.conllu      |                    4 |                18 |                   81.82 |
| 67_20000902_ssd_annotated.conllu      |                    3 |                13 |                   81.25 |
| 12873_20000819_ssd_annotated.conllu   |                    2 |                 2 |                   50    |
| 2916_20000705_ssd_annotated.conllu    |                    2 |                 6 |                   75    |
| 22816_20000228_ssd_annotated.conllu   |                    4 |                17 |                   80.95 |
| 18968_20000223_ssd_annotated.conllu   |                    7 |                 3 |                   30    |
